name,mean_cp,mean_odds,uniq_a,uniq_b,shared,score
Specific antibody (aapp),8.2e-33,0.32,9,372,2,9.22
Cultured Cells (cell),3.19e-69,0.11,7,145,0,7.34
Nodulus cerebelli (bpoc),1.79e-19,0.19,6,79,0,6.46
"Ductus Arteriosus, Patent (cgab)",3.39e-10,1.16,3,304,0,3.03
Bone structure of carpus (bpoc),8.15e-07,0.1,4,6,0,6.67
Cyclosporine|CIC (aapp),1.74e-27,1396.85,14,174,0,15.13
Interleukin-8 (aapp),1.16e-11,0.56,106,479,6,129.46
Otitis Media (dsyn),1.39e-14,0.3,9,110,0,9.74
Risperidone (orch),2.96e-12,1.06,152,77,4,116.01
sphingosine 1-phosphate (orch),1.3e-08,0.25,5,47,0,5.53
Immunophenotyping (lbpr),5.96e-07,0.92,1,143,0,1.01
Acetate (phsu),2.79e-24,0.25,26,142,2,30.76
"Hemoglobin, Glycosylated (aapp)",1.3e-09,10.19,222,92,15,130.13
COLLAGENASE (aapp),4.06e-26,0.1,12,34,0,16.24
Neocortex (bpoc),3.98e-32,0.04,1,25,0,1.04
Cholinergic Receptors (aapp),1.67e-20,0.1,6,31,0,7.16
Chrysanthemum x morifolium (plnt),2.9e-14,0.21,12,64,0,14.25
public health program (hlca),2.09e-08,6.96,13,29,0,18.83
Helicobacter pylori (bact),2.61e-11,0.34,69,122,1,108.02
"Atmosphere, planetary (npop)",7.77e-08,0.14,2,20,0,2.2
Ablation (topp),9.76e-23,1.17,87,1904,13,90.98
Longitudinal Studies (resa),0.0,4.19,1341,5229,159,1684.91
Nasal cavity (bsoj),2.34e-07,0.92,5,207,0,5.12
Acetaminophen (phsu),6.02e-17,0.43,49,295,1,57.14
follow-up (hlca),9.02e-303,5.45,782,5977,217,884.31
"Hydrogen, Homeopathic preparation (inch)",4.04e-09,0.15,7,19,0,9.58
"Dermatitis, Atopic (dsyn)",1.02e-44,0.14,55,43,0,76.62
peptide hormone (aapp),6.36e-13,1.52,75,45,5,72.0
inpatient (humn),6.68e-69,3.02,388,2392,67,450.94
"PLA2G4A protein, human|PLA2G4A (aapp)",3.69e-08,0.06,1,7,0,1.14
"Rats, Sprague-Dawley (mamm)",4.2e-22,0.39,21,455,0,21.97
Estrogen Receptor alpha (aapp),1.43e-08,0.45,56,196,3,72.0
Histamine (nsba),1.15e-100,0.04,4,58,2,4.28
Neutropenia (dsyn),2.73e-36,1.76,18,2007,2,18.16
Eosinophilic cellulitis (dsyn),7.76e-07,0.26,6,40,0,6.9
Leptin|CDH11|LEP (aapp),1.42e-08,112.89,125,13,4,14.35
Transient ischemia (dsyn),1.94e-13,0.24,1,70,0,1.01
Traumatic Rupture (inpo),1.96e-06,1.02,30,462,2,31.95
Ketanserin (phsu),5.85e-11,0.06,2,7,0,2.57
Myoglobin|MB (aapp),1.35e-09,0.18,2,34,0,2.12
microsomal enzymes (aapp),6.71e-09,0.03,1,2,0,1.5
Management procedure (hlca),3.37e-09,2.45,626,8639,107,671.36
Splenectomy (topp),3.27e-08,1.26,20,741,19,20.54
"Condoms, Male (medd)",1.72e-08,0.51,46,229,0,55.24
Low density lipoprotein cholesterol measurement (lbpr),1.42e-14,6.02,26,52,3,39.0
23s (bpoc),6.59e-11,0.08,1,16,0,1.06
"Muscle, Smooth, Vascular (tisu)",2.19e-24,0.2,6,105,2,6.34
Entire fetus (anst),1e-12,0.36,22,144,0,25.36
Migration Inhibitory Factor (aapp),9.33e-11,0.33,9,93,1,9.87
Alteplase|IV (phsu),2.02e-23,939.52,13,566,1,13.3
Arginine|AR (phsu),1.77e-31,220.09,18,59,0,23.49
TRH gene|TRH (gngm),1.09e-22,0.03,1,10,0,1.1
Axon (celc),5.79e-120,0.07,3,164,0,3.05
Nitric Oxide (bacs),3.35e-157,0.33,246,1554,23,284.94
Mutant (comd),8.17e-53,0.15,4,155,0,4.1
Fibril (celc),1.24e-17,0.09,2,29,0,2.14
Histone H3 (aapp),3.63e-09,0.19,2,35,0,2.11
Antibody Formation (celf),1.94e-37,0.31,11,319,4,11.38
Beclomethasone Dipropionate (phsu),2.14e-07,0.08,2,7,0,2.57
Chlorpromazine (phsu),1.66e-18,0.11,3,34,1,3.26
Entire soleus (bpoc),1.71e-11,0.24,57,16,0,20.49
Sleep disturbances (dsyn),2.13e-15,2.01,178,102,11,160.45
Carcinomatosis (neop),1.32e-17,1.63,4,919,7,4.02
Coronary Arteriosclerosis (dsyn),4.53e-298,2.64,1527,6690,312,1875.54
"Genes, rRNA (gngm)",2.08e-40,0.22,15,198,0,16.14
Tendon structure (bpoc),7.26e-07,0.21,15,15,1,30.0
osteosarcoma (neop),1.03e-14,0.67,9,1167,4,9.07
Medulla Oblongata (bpoc),2.21e-11,0.37,7,138,2,7.36
HSPD1 (gngm),2.13e-06,0.18,5,19,0,6.32
"Supranuclear Palsy, Progressive (dsyn)",6.94e-10,0.18,3,37,0,3.24
Histamine H2 Receptors (aapp),2.26e-07,0.17,4,22,0,4.73
Middle Aged (aggp),1.76e-35,5.78,624,479,67,846.69
Oxidoreductase (aapp),4.58e-33,0.29,71,263,6,90.17
Dystrophin|DMD (aapp),2.24e-13,0.13,1,34,0,1.03
ESTERASE (aapp),5.44e-13,0.15,4,36,0,4.44
Body Weight (orga),2.06e-09,15.66,2000,300,114,345.0
retinoic acid receptor alpha (aapp),1.96e-06,0.21,3,27,0,3.33
Chromosome abnormality (comd),6.57e-09,0.73,24,679,0,24.85
Hypersensitivity (patf),1.2e-32,0.34,116,364,4,152.97
Laparoscopy (diap),1.8e-38,2.42,174,542,36,229.86
Somatomedins (aapp),1.11e-14,1.12,216,244,18,407.21
Canada (geoa),2.59e-11,3.42,72,570,5,81.09
Stimulation procedure (topp),4.14e-66,0.34,410,756,2,632.35
Etanercept (aapp),1.33e-08,0.42,36,151,2,44.58
cofactor (bacs),6.57e-16,0.27,23,107,0,27.94
mitogen-activated protein kinase p38 (aapp),1.18e-09,0.17,1,34,0,1.03
Retinal Detachment (dsyn),3.27e-23,0.05,2,19,0,2.21
ETS1 gene|ETS1 (gngm),1.05e-07,0.19,1,30,0,1.03
Nifedipine (orch),2.41e-51,0.13,11,120,2,12.01
Ceramides (bacs),1.59e-09,0.29,37,65,1,58.06
Anti-Arrhythmia Agents (phsu),5.16e-21,1.12,26,958,2,26.71
Porphyrins (bacs),8.95e-17,0.1,1,31,0,1.03
dimer (chvs),4.19e-07,0.06,1,5,0,1.2
Callithrix (mamm),2.69e-12,0.11,1,26,0,1.04
Leak NOS (patf),1.81e-25,2.56,141,849,51,164.42
pathologic fistula (anab),1.45e-11,1.07,50,945,13,52.65
Tumor necrosis factor receptor 11b (aapp),3.25e-10,1.27,113,149,6,198.7
Candidiasis (dsyn),4.73e-13,1.15,9,514,2,9.16
Cardiac rehabilitation (topp),3.38e-08,10.13,10,35,1,12.86
Neural Cell Adhesion Molecules (aapp),4.65e-13,0.08,1,18,0,1.06
Oligosaccharides (carb),2.17e-28,0.12,10,57,0,11.75
Solid tumor (neop),4.54e-43,1.14,41,1891,7,41.89
intraocular lens implantation procedure (topp),1.84e-08,0.04,1,3,0,1.33
Mitochondria (celc),5.36e-144,0.11,28,286,1,30.74
inhibin B (aapp),4.84e-14,1.88,52,4,0,4.31
Abdomen (blor),4.26e-133,2.58,693,2359,53,896.58
Forearm (blor),3.13e-39,1.53,222,86,9,119.32
Implants (medd),9.19e-18,0.54,144,677,11,174.63
basiliximab|SI (phsu),3.05e-15,597.44,6,64,2,6.56
Extraction (topp),3.46e-25,0.42,129,492,8,162.82
Surgical fistula (fndg),1.97e-09,1.11,15,466,2,15.48
Hip surgery (topp),3.34e-12,5.72,24,180,9,27.2
Ankylosis (acab),1.32e-10,0.26,33,53,1,53.55
Multiple lesions (fndg),1.88e-06,1.19,10,329,1,10.3
Malignant Childhood Neoplasm (neop),1.92e-12,2.85,80,651,24,89.83
Ammonium (inch),8.79e-08,0.15,5,18,0,6.39
Roux-en-Y Gastric Bypass (topp),1.24e-89,24.92,730,158,177,192.2
Vital capacity (ortf),2.43e-20,4.79,243,253,21,476.4
Immunotherapy (topp),2.1e-58,0.9,11,1300,1,11.09
Hip region structure (blor),1.01e-11,1.39,76,34,2,49.21
Brefeldin A (antb),5.59e-08,0.03,1,2,0,1.5
prednisolone (phsu),4.29e-10,0.54,46,484,4,50.37
Electromagnetic Energy (npop),1.22e-15,0.41,20,208,0,21.92
homocysteine (aapp),1.38e-25,1.74,457,414,20,789.05
Drug eluting stent (medd),9.89e-10,2.77,15,1590,11,15.14
Viral Tumor Antigens (aapp),2.57e-12,0.09,2,19,0,2.21
Neurotensin|NTS (aapp),1.91e-14,0.03,1,6,0,1.17
Vascular constriction (function) (ortf),5.06e-33,0.22,21,156,2,23.83
Myopathy (dsyn),1.24e-10,0.51,33,342,3,36.18
Epididymis (bpoc),5.46e-39,0.11,25,48,0,38.02
Regression Analysis (qnco),1.97e-16,4.97,32,72,3,46.22
gemcitabine (nnon),1.51e-53,1.49,4,1829,2,4.01
Voluntary Workers (prog),1.21e-87,1.25,770,333,12,477.01
Federal Government (orgt),1.52e-263,4.53,595,1354,50,856.47
Flavin-Adenine Dinucleotide (bacs),1.14e-07,0.07,2,6,0,2.67
Y Chromosome (celc),1.85e-09,0.09,2,13,0,2.31
Complex procedure (hlca),1.89e-07,6.44,11,51,3,13.37
Cytoskeletal Modeling (celf),2.05e-07,0.14,1,19,0,1.05
Myoglobin (aapp),6.46e-09,0.24,3,46,1,3.2
Buffaloes (mamm),8.59e-11,0.27,3,67,1,3.13
Peptidoglycan (bacs),4.48e-22,0.1,1,42,0,1.02
Meningoencephalitis (dsyn),1.58e-11,1.19,1,299,0,1.0
Relative Risk (qlco),2.06e-24,6.26,37,104,9,50.16
harpin (aapp),6.53e-10,0.12,2,22,0,2.18
Intestinal Mucosa (tisu),1.04e-15,0.28,6,105,1,6.34
Primary Prevention (topp),1.13e-24,4.74,89,900,25,97.8
Phacoemulsification (topp),1.46e-14,0.04,1,6,1,1.17
Gelatinase A (aapp),6.03e-08,0.49,25,360,1,26.74
Long-Term Survivors (podg),3.72e-13,3.76,67,748,23,73.0
Major Histocompatibility Complex (gngm),2.93e-28,0.11,3,57,0,3.16
Aflatoxins (bacs),7.08e-07,0.24,3,34,0,3.26
Cancer Survivor (podg),5.06e-33,4.63,80,423,22,95.13
diagnostic procedure (diap),1.59e-07,0.99,23,427,2,24.24
angiogram (diap),2.77e-07,1.19,146,1718,17,158.41
Eating Disorders (mobd),1.78e-26,5.47,883,147,31,171.47
Lactones (orch),3.98e-10,0.12,1,23,0,1.04
Membrane Lipids (lipd),2.2e-09,0.06,1,8,0,1.12
Urolithiasis (dsyn),1.19e-10,1.25,87,43,1,64.25
Septicemia (dsyn),9.28e-81,2.87,60,11246,77,60.32
Government hospital (hcro),1.95e-07,5.32,11,26,3,15.65
Rickets (dsyn),5.08e-15,1.89,125,65,4,98.8
methyl group (orch),3.67e-08,0.07,1,8,0,1.12
G-Protein-Coupled Receptors (aapp),9.52e-27,0.18,15,96,0,17.34
Entire caudate nucleus (bpoc),6.9e-11,0.16,9,27,0,12.0
HIV-1 (virs),1.54e-64,0.23,22,329,4,23.47
Nitrendipine (orch),2.02e-06,0.25,2,32,3,2.12
Nutritional status (orga),7.74e-136,14.24,1173,512,198,735.48
Protamines (phsu),1.32e-09,0.15,2,28,0,2.14
alpha 2-Glucoproteins (aapp),4.96e-08,0.12,6,9,0,10.0
PREDICTED (clna),8.21e-61,4.12,153,522,28,197.84
Colonic mucous membrane (bpoc),4.77e-13,0.26,10,82,0,11.22
Myelin (tisu),7.17e-23,0.1,1,42,0,1.02
Zonal (orch),2.19e-113,0.2,58,485,4,64.94
altretamine/cisplatin/cyclophosphamide protocol (topp),6.9e-11,4.59,24,115,6,29.01
brain cell (cell),4.49e-06,0.23,2,29,0,2.14
Serum urate measurement (lbpr),2.14e-19,12.0,71,61,6,113.41
"Leishmaniasis, Cutaneous (dsyn)",1.25e-09,0.12,4,18,0,4.89
Neurotransmitters (nsba),8.86e-33,0.21,36,142,3,45.13
Catecholamines (nsba),3.06e-27,0.35,47,305,4,54.24
"Fasciitis, Plantar (dsyn)",6.99e-12,2.47,37,1,0,1.03
Excision of left hemicolon NOS (topp),2.24e-09,5.8,11,45,7,13.69
Vibrissae (bpoc),1.15e-06,0.05,1,4,0,1.25
Proteolysis (moft),5.7e-12,0.15,3,35,0,3.26
Cataract (dsyn),4.02e-15,0.32,52,125,12,73.63
Prosthesis (medd),3.91e-13,0.94,92,1194,24,99.09
Radioimmunotherapy (topp),3.48e-06,0.91,1,129,0,1.01
Ethnic group (humn),8.57e-183,6.15,1444,1439,115,2873.02
Endocrine therapy (topp),1.77e-50,2.73,290,1231,15,358.32
Counseling (hlca),1.81e-22,3.24,109,226,5,161.57
Gastrointestinal Hemorrhage (patf),3.47e-11,1.7,11,789,4,11.15
Slinging procedure (topp),1.7e-11,1.62,52,8,0,9.23
Renin|REN (aapp),1.96e-10,0.21,13,39,0,17.33
vinorelbine (phsu),5.3e-12,1.22,1,346,1,1.0
Scaffold (mnob),9.19e-17,0.12,2,38,1,2.11
Mesenchymal Stem Cells (cell),8.59e-64,0.14,15,176,0,16.28
Pyelonephritis (dsyn),3.87e-06,0.39,7,67,1,7.73
Cricetinae (mamm),4.6e-88,0.11,8,195,0,8.33
Mucins (aapp),3.5e-17,0.3,3,202,0,3.04
Glial (blor),3.42e-10,0.23,2,49,0,2.08
Primary open angle glaucoma (dsyn),4.93e-11,0.16,19,9,0,13.26
Heel (blor),6.51e-07,1.92,53,27,1,40.75
Phosphatidylethanolamines (bacs),7.24e-22,0.07,8,14,0,12.57
Carbon (elii),6.9e-30,0.31,38,250,4,43.78
concomitant disease (patf),2.32e-08,3.67,30,196,6,34.59
Insulin Resistance (patf),2.98e-28,8.28,6278,1132,181,1336.11
caspase-8 (aapp),2.67e-10,0.29,5,70,0,5.36
Candidate Disease Gene (gngm),6.82e-18,1.27,190,2920,12,202.36
Cerebrovascular Circulation (ortf),3.47e-21,0.33,29,205,0,33.1
Purinoceptor (aapp),5.43e-10,0.11,1,20,0,1.05
Inferior vena cava structure (bpoc),2.26e-09,1.0,15,399,1,15.56
Bone Screws (medd),2.78e-10,0.43,45,186,0,55.89
6-minute walk test (diap),3.52e-09,8.82,33,34,2,65.03
perforin (aapp),3.85e-09,0.3,2,81,0,2.05
irinotecan (orch),1.7e-20,1.67,5,915,1,5.03
Peritoneal Dialysis (topp),4.97e-29,3.61,101,960,60,111.63
"Animals, Laboratory (anim)",1.03e-14,0.36,25,162,1,28.86
Soil (sbst),1.85e-08,0.17,1,28,0,1.04
UCP3 (gngm),6.99e-08,2.07,28,4,0,4.57
Pacific Islander Americans (humn),3.89e-13,4.11,31,71,4,44.54
"Kidney Failure, Acute (dsyn)",5.94e-30,1.43,21,1726,16,21.26
Dysplasia (neop),4.69e-09,0.53,45,507,2,48.99
Ureter (bpoc),7.77e-08,0.53,50,246,5,60.16
Chest (blor),6.2e-08,1.32,188,2402,16,202.71
Biliopancreatic Diversion (topp),7.95e-08,15.03,131,31,25,38.34
Antigen-Antibody Complex (aapp),6.04e-42,0.1,5,81,0,5.31
Lactic acid (phsu),4.47e-10,0.3,7,73,1,7.67
caveolin 1 (aapp),1.22e-11,0.31,4,104,0,4.15
Xanthine Oxidase (aapp),3.27e-15,0.17,3,51,2,3.18
alpha 1-Antitrypsin (phsu),2.21e-15,0.2,10,63,1,11.59
Intervention Trial (resa),5.01e-17,4.87,34,79,3,48.63
Urinary Incontinence (dsyn),3.13e-70,2.04,359,92,7,115.58
"Angiotensin II Receptor, Type 2|AGTR2 (aapp)",5.83e-07,0.12,1,15,0,1.07
macromolecule (chvs),2.16e-08,0.12,2,18,0,2.22
Factor IX (aapp),1.67e-10,0.1,2,17,0,2.24
Smoking (inbe),8.53e-109,3.87,1845,2155,232,3424.59
Cataract Extraction (topp),9.85e-14,0.17,8,35,3,9.83
Ketoconazole (phsu),1.36e-21,0.16,5,70,0,5.36
Maxilla (bpoc),5.37e-44,0.19,26,171,1,29.95
Omeprazole (phsu),8.85e-19,0.19,12,72,1,14.0
Entire hippocampus (bpoc),1.16e-240,0.09,29,382,0,31.2
Flagellin (aapp),2.86e-08,0.24,2,43,0,2.09
[D]Electrocardiogram (ECG) abnormal (fndg),1.73e-06,3.01,27,181,8,31.03
Cell Adhesion Molecules (aapp),1.22e-12,0.53,96,436,1,117.14
Local Therapy (topp),1.91e-07,1.72,3,351,0,3.03
Health Status (qlco),4e-12,4.86,20,55,6,27.27
Nitric Oxide Synthase Type I (aapp),5.48e-16,0.11,1,33,0,1.03
Cloning (resa),9.89e-17,0.06,2,14,0,2.29
Glycoconjugates (carb),2.89e-14,0.1,1,26,0,1.04
Protein-Serine-Threonine Kinases (aapp),3.28e-14,0.29,4,100,0,4.16
copolymer 1 (phsu),2.67e-06,0.13,3,11,0,3.82
N-terminal pro-B-type natriuretic peptide|PREP|AP3B1 (horm),5.31e-89,1626.14,33,256,11,37.25
Alkaloids (orch),1.03e-38,0.19,5,151,1,5.17
Uterus - Cervix (MMHCC) (tisu),1.36e-08,0.76,9,396,1,9.2
Motility (orgf),9.65e-27,0.3,38,224,0,44.45
cohort (humn),0.0,7.21,5983,17202,967,8063.94
transduction (orgf),2.04e-27,0.13,1,68,0,1.01
Donor person (humn),2.97e-17,2.1,282,2248,74,317.38
Triticum aestivum (plnt),6.02e-22,0.1,2,40,0,2.1
Phagocytes (cell),1.05e-20,0.27,3,148,0,3.06
Leptocyte (cell),6.82e-41,0.15,2,124,0,2.03
Sodium (bacs),1.02e-08,0.61,125,535,17,154.21
Renal epithelial cell (cell),8.35e-07,0.14,1,18,0,1.06
"Clinical Trials, Randomized (resa)",1.15e-24,3.73,97,490,6,116.2
Parathyroid gland (bpoc),2.07e-06,0.35,5,56,0,5.45
Glycosides (carb),3.71e-11,0.13,5,23,0,6.09
"Myeloid Leukemia, Chronic (neop)",7.32e-07,0.63,21,1104,0,21.4
Cell Culture Techniques (lbpr),5.82e-47,0.14,19,112,0,22.22
Neuronal Plasticity (ortf),4.58e-09,0.15,4,24,0,4.67
Reporter (prog),8.41e-10,0.3,28,79,0,37.92
Chemokine (C-C Motif) Receptor 5|CCR5 (aapp),2.93e-16,0.19,4,66,0,4.24
Radiofrequency ablation (topp),4.28e-14,1.59,34,1318,6,34.88
Sustained ventricular tachycardia (dsyn),2.99e-07,0.95,1,154,0,1.01
Interferons (aapp),6.43e-87,0.36,79,922,2,85.77
CD86 (gngm),3.41e-13,0.21,1,58,0,1.02
Creatinine increased (fndg),1.42e-22,7.65,36,199,9,42.51
Bone structure of cranium (bpoc),9.29e-38,0.32,19,306,0,20.18
DELETION (comd),1.73e-07,0.51,32,448,1,34.29
Total cholesterol (strd),1.04e-09,7.07,1260,474,124,652.31
Mannitol (carb),1.05e-15,0.29,3,132,0,3.07
Pressors (phsu),8.45e-09,0.29,4,60,0,4.27
Chlorides (inch),9.44e-35,0.15,10,97,1,11.03
Oxytocin (aapp),7.98e-31,0.26,61,182,1,81.45
Motor Neurons (cell),1.78e-69,0.11,4,157,0,4.1
acidification (celf),6.46e-30,0.13,2,80,0,2.05
Thymidine (bacs),2.13e-18,0.08,2,25,0,2.16
Facial paralysis (dsyn),5.06e-09,0.25,1,51,0,1.02
Dystonia (sosy),1.99e-21,0.12,6,47,0,6.77
Bone necrosis (patf),5.05e-08,0.41,50,143,1,67.48
Pancreatic Fistula (dsyn),5.71e-12,5.23,23,371,24,24.43
Antiviral Agents (phsu),2.77e-07,1.54,16,596,2,16.43
Estrogen Antagonists (phsu),3.43e-10,0.37,19,118,0,22.06
Flatfoot (anab),1.06e-06,1.49,30,1,0,1.03
Fatigue (sosy),6.74e-08,1.47,364,575,14,594.43
Glucose Control (medd),1.76e-64,5.07,137,369,12,187.86
Type 2 (clas),3.76e-11,2.58,76,173,8,109.39
Febrile neutropenia (dsyn),1.23e-06,2.65,8,765,2,8.08
Insulin|INS (horm),4.14e-68,2.9,2092,997,75,1472.15
Abscisic Acid (bacs),9.01e-27,0.02,1,5,0,1.2
Myasthenia Gravis (dsyn),4.1e-26,0.36,19,275,0,20.31
Syringomyelia (dsyn),7.78e-08,0.16,1,25,0,1.04
Patient counseled (hlca),2.32e-06,5.63,10,22,1,14.55
Bone Density (lbtr),2.75e-232,3.53,1887,212,43,235.82
Corticosterone (horm),3.84e-48,0.13,23,100,0,28.29
Liver neoplasms (neop),2.56e-21,0.93,7,555,2,7.09
Vanadates (inch),1.65e-10,0.04,2,1,0,1.5
Spinal Cord Diseases (dsyn),1.2e-08,0.38,18,107,1,21.03
Ulcerative Colitis (dsyn),8.12e-17,0.51,177,608,9,228.53
Papio (mamm),2.06e-24,0.14,4,67,0,4.24
Neodymium-YAG laser (medd),6.87e-17,0.12,3,36,0,3.25
CYP2B6 (gngm),5.1e-19,0.07,2,23,0,2.17
Urine albumin:creatinine ratio,2.53e-07,10.45,2,23,0,2.17
Sodium Dodecyl Sulfate (lipd),1.72e-25,0.04,3,12,0,3.75
Exercise stress test (diap),2.3e-95,3.36,349,815,71,498.45
Estrogen Receptors (aapp),1.55e-07,0.44,27,138,4,32.28
Medical History (fndg),1.16e-36,3.63,105,305,12,141.15
NPPB (gngm),2.32e-11,2.48,78,431,12,92.12
Advice (hlca),7.84e-14,1.88,137,523,12,172.89
"Microscopy, Confocal (lbpr)",6.28e-08,0.21,8,33,0,9.94
Lasers (mnob),1.89e-07,0.22,13,26,0,19.5
Intracranial Hemorrhages (patf),1.06e-06,2.74,11,936,3,11.13
Laminin (aapp),2.21e-40,0.07,1,54,0,1.02
Cardiopulmonary Bypass (topp),4.21e-07,1.89,18,1093,19,18.3
NES gene|NES (gngm),4.52e-07,0.28,1,52,0,1.02
Fluimucil|XK|NLRP1 (aapp),2.17e-15,0.24,6,83,0,6.43
cyclooxygenase 2 (aapp),1.29e-50,0.34,27,579,2,28.26
Rod Photoreceptors (cell),7.87e-13,0.09,3,16,0,3.56
Rectum (bpoc),9.26e-11,1.07,44,902,17,46.15
Medical Imaging (diap),6.72e-30,0.49,593,1308,34,861.84
Entire hindlimb (bpoc),2.72e-21,0.23,5,108,0,5.23
IL8 gene|CXCL8 (gngm),1.58e-06,0.25,5,37,0,5.68
mineral metabolism (orgf),1.22e-13,3.95,39,163,5,48.33
Femur (bpoc),7.29e-70,2.15,1519,1031,41,1730.78
Protein-tyrosine kinase inhibitor (phsu),4.28e-24,1.22,7,819,2,7.06
athlete (prog),6.06e-99,1.46,656,306,5,448.74
Friedreich Ataxia (dsyn),2.14e-07,0.11,2,12,0,2.33
Ito cell (cell),7.28e-15,0.16,7,45,0,8.09
Developmental Process (ortf),2.64e-08,0.24,7,45,0,8.09
Neoplasm progression (neop),1.51e-32,1.72,53,3160,29,53.89
Eosinophilia (dsyn),1.65e-06,0.43,10,188,0,10.53
Frailty (fndg),1e-134,10.31,146,747,68,174.54
Insulin-Like Growth Factor Binding Protein 3 (aapp),2.83e-14,1.78,126,78,4,126.29
Smoking Status (clna),4.22e-23,8.75,137,113,14,206.2
Purines (orch),9.94e-12,0.18,7,40,0,8.22
Glycosaminoglycans (bacs),2.51e-34,0.12,13,70,0,15.41
Multiple Sclerosis (dsyn),2.8e-107,0.2,156,399,2,216.99
adduct (chvs),2.87e-08,0.11,2,14,0,2.29
Freund's Adjuvant (imft),1.23e-10,0.18,3,39,0,3.23
Thapsigargin (orch),2.09e-12,0.06,3,6,0,4.5
"Embolization, Therapeutic (topp)",4.12e-46,1.17,26,1795,7,26.38
"Scoliosis, unspecified (anab)",1.55e-08,1.11,104,76,2,131.54
Genistein (bacs),4.57e-27,0.16,28,62,0,40.65
Sorbitol (carb),4.93e-09,0.12,5,13,0,6.92
"Tomography, Optical Coherence (diap)",2.55e-09,0.28,34,54,0,55.41
c-myc Genes|MYC (gngm),4.58e-49,0.19,1,192,0,1.01
Taurine|ELANE (aapp),1.84e-08,57.56,5,25,1,6.0
Acute Erythroblastic Leukemia (neop),1.21e-18,0.14,1,53,0,1.02
Laparoscopic (spco),6.58e-13,7.88,18,48,2,24.75
Hybrids (orgm),3.24e-37,0.11,1,81,0,1.01
DNA chemical synthesis (lbpr),3.92e-08,0.12,1,19,0,1.05
cell activation (celf),1.69e-06,0.34,9,62,1,10.31
Bronchoconstriction (ortf),3.61e-08,0.2,13,25,0,19.76
Entire face (bpoc),2.23e-08,0.29,14,61,0,17.21
Pericarditis (dsyn),3.99e-08,0.94,2,187,0,2.02
Cancer of Rectum (neop),2.83e-09,2.75,167,2565,75,177.87
Buprenorphine (phsu),4.48e-20,0.27,5,122,0,5.2
Hospital admission (hlca),3.88e-08,4.56,59,1374,32,61.53
GTP-Binding Proteins (aapp),3.57e-30,0.16,25,74,0,33.45
Histidine (aapp),1.42e-12,0.16,13,23,1,20.35
medulloblastoma (neop),2.44e-16,0.81,3,419,0,3.02
Somatic mutation (comd),2.04e-08,1.03,2,230,1,2.02
Gonadal structure (bpoc),4.72e-14,0.19,9,54,0,10.5
Chronic Childhood Arthritis (dsyn),2.09e-07,0.34,51,71,1,87.63
Sediment (bdsu),8.66e-07,0.22,1,31,0,1.03
target group (humn),2.68e-07,3.39,19,59,3,25.12
Ligase (aapp),5.25e-25,0.11,4,53,0,4.3
Ergometers (medd),2.7e-08,3.56,92,16,4,18.78
Ptosis (dsyn),4.17e-06,1.25,148,267,1,230.04
Enalapril|SSB (phsu),3.02e-06,658.58,3,24,0,3.38
Diffuse hemorrhage (patf),2.43e-06,1.42,1,207,0,1.0
leukemia inhibitory factor|LIF (aapp),1.94e-14,0.07,2,14,0,2.29
CD28 gene|CD28 (gngm),8.51e-10,0.26,6,58,2,6.62
"Risk factor, cardiovascular (dsyn)",0.0,15.07,2676,2020,418,3544.81
Phospholipase A2 (aapp),9.93e-14,0.26,32,79,0,44.96
rosiglitazone (phsu),5.69e-14,1.17,166,155,7,299.73
Intoxication (fndg),2.19e-12,0.97,3,315,1,3.03
Biliary Atresia (cgab),2.97e-06,0.98,9,275,4,9.29
Insurance Coverage (idcn),5.3e-14,2.59,62,196,6,81.61
ERBB2 gene|ERBB2 (aapp),1.03e-16,1.37,12,799,2,12.18
research study (resa),1.06e-79,0.35,79,799,5,86.81
CDKN1A gene|CDKN1A (gngm),7.84e-08,0.28,1,60,0,1.02
Indicators (irda),3.24e-23,3.53,155,263,9,246.35
Helper-Inducer T-Lymphocyte (cell),2.33e-09,0.22,4,45,0,4.36
Sensitization (menp),7.86e-12,0.11,4,21,0,4.76
BULIMIC (clna),4.09e-13,3.55,59,1,0,1.02
NFKB1 (gngm),2.56e-08,0.31,6,63,0,6.57
Sensors (medd),5.88e-12,0.32,67,101,2,111.45
Obesity Hypoventilation Syndrome (dsyn),1.01e-08,8.61,57,39,14,65.68
IgG1 (aapp),3.01e-32,0.18,2,118,0,2.03
CD8-Positive T-Lymphocytes (cell),5.17e-07,0.37,4,68,2,4.24
Abnormal breathing (sosy),5.9e-21,4.3,49,134,5,66.92
Rifampin (antb),1.9e-16,0.41,18,265,2,19.22
Agaricales (fngs),2.38e-10,0.25,4,57,0,4.28
Tinnitus (sosy),1.86e-13,0.14,12,20,0,19.2
Neuromuscular Junction (bsoj),3.1e-07,0.16,1,22,0,1.05
Pneumonia (dsyn),7.21e-76,1.92,99,7987,77,100.23
Dissociation (mobd),1.99e-37,0.14,25,82,0,32.62
Encounter due to puberty (fndg),3.99e-14,8.12,338,23,3,24.57
Knee Injuries (inpo),2.59e-08,2.27,36,6,0,7.0
colonoscopy (diap),1.26e-21,2.14,165,577,5,212.18
Ranitidine (phsu),3.41e-15,0.12,5,31,0,5.81
