name,mean_cp,mean_odds,uniq_a,uniq_b,shared,score,treeLevel
Recombinant Fusion Proteins/metabolism,1.15e-07,0.1,1,13,0,1.08,4.0
Interleukin-18/blood,6.11e-08,7.39,35,35,6,70.0,5.0
Spermatogenesis,3.21e-07,0.04,1,3,0,1.33,5.0
African Americans,1.23e-80,5.24,433,573,51,760.21,4.0
Prenatal Care/methods,8.48e-12,3.1,44,142,2,57.63,3.0
Bronchi,2.44e-17,0.11,1,37,0,1.03,3.0
Poverty/statistics & numerical data,4.45e-31,5.52,60,127,3,88.35,3.0
Suburethral Slings,6e-09,3.85,54,3,0,3.17,3.0
Environmental Exposure/statistics & numerical data,1.92e-09,3.17,37,154,3,45.89,4.0
Decision Making,1.95e-09,0.54,48,541,5,52.26,4.0
Physical Endurance,2.72e-12,2.79,92,18,3,21.52,3.0
Melatonin/pharmacology,3.75e-06,0.32,6,51,0,6.71,3.0
Ferric Compounds/chemistry,1.5e-10,0.03,1,3,0,1.33,3.0
Preanesthetic Medication,9e-07,0.06,1,6,0,1.17,2.0
"Repetitive Sequences, Nucleic Acid",2.72e-15,0.05,1,7,1,1.14,4.0
Breast/pathology,7.53e-08,1.48,74,71,4,139.12,2.0
"Surgical Procedures, Operative",1.3e-47,0.22,16,227,6,17.13,1.0
Educational Measurement,2.02e-13,0.08,6,9,0,10.0,2.0
Radionuclide Imaging,3e-26,0.02,1,5,0,1.2,4.0
Mycobacterium tuberculosis/genetics,1.67e-07,0.27,1,51,0,1.02,7.0
"Genes, MHC Class II",3.09e-07,0.13,1,18,0,1.06,4.0
Hyperglycemia/blood,7.6e-15,6.75,53,67,7,94.93,4.0
Gastrectomy/methods,6.11e-265,10.78,264,623,93,375.87,3.0
Stroke/epidemiology,1.56e-114,7.94,170,988,60,199.25,4.0
Epilepsy/diagnosis,1.88e-08,0.28,4,57,0,4.28,4.0
Atherosclerosis/blood,3.41e-14,11.09,131,75,8,117.94,5.0
"Ventricular Dysfunction, Left/epidemiology",8.54e-21,8.57,27,87,6,35.38,4.0
Periodicity,4.62e-09,0.25,15,49,1,19.59,3.0
"Stress, Psychological/physiopathology",1.69e-11,1.3,99,77,3,136.89,3.0
Diagnosis,8.74e-31,0.06,2,35,0,2.11,1.0
"Renal Insufficiency, Chronic/blood",4.81e-32,9.33,41,129,8,54.03,5.0
Urban Population/statistics & numerical data,1.97e-90,6.43,230,378,15,369.95,3.0
Leg/physiology,2.27e-14,1.72,61,5,0,5.41,4.0
Health Care Reform/legislation & jurisprudence,6.12e-10,0.09,1,16,0,1.06,3.0
"Fractures, Bone/epidemiology",3.74e-21,6.45,112,125,8,212.35,2.0
Fibromyalgia/physiopathology,1.32e-06,2.64,28,2,1,2.14,3.0
Mental Disorders/rehabilitation,5.93e-13,0.12,4,22,1,4.73,1.0
"Sodium Chloride, Dietary/adverse effects",1.8e-15,5.88,30,59,1,45.25,4.0
Mass Screening/statistics & numerical data,2.05e-12,4.13,41,255,7,47.59,3.0
"Muscle, Skeletal/physiology",9.63e-50,1.3,347,40,7,44.61,3.0
Laparoscopy,1.44e-228,5.08,715,1243,192,1126.28,4.0
Deoxycytidine/analogs & derivatives,6.88e-10,3.08,9,1132,0,9.07,4.0
Myocardial Contraction,4.23e-10,0.3,16,80,1,19.2,4.0
Learning/physiology,2.28e-18,0.07,6,10,0,9.6,3.0
Genomics,1.91e-08,0.36,5,93,1,5.27,5.0
Cholinesterase Inhibitors/pharmacology,3.95e-06,0.17,3,19,0,3.47,5.0
Amino Acids/chemistry,2.8e-14,0.04,3,2,0,3.33,2.0
Primary Health Care/statistics & numerical data,1.34e-09,2.64,38,104,4,51.88,4.0
Intraoperative Complications/epidemiology,1.88e-27,7.41,41,162,10,51.38,3.0
Colorectal Neoplasms/etiology,3.83e-16,6.55,85,93,7,162.69,5.0
Water/metabolism,2.26e-13,0.18,7,46,0,8.07,4.0
Liver Circulation,9.58e-07,0.28,1,41,1,1.02,6.0
Transplant Recipients,1.06e-07,7.89,10,64,4,11.56,2.0
Emergency Medical Services,3.74e-15,1.36,4,558,1,4.03,3.0
Anatomy,4.03e-08,0.03,1,2,0,1.5,3.0
Asthma,1.49e-07,0.08,3,5,0,4.8,3.0
Antioxidants/administration & dosage,6.86e-14,2.99,79,165,4,116.82,4.0
Premature Birth,3.66e-06,4.05,20,96,0,24.17,5.0
Horses/physiology,2.47e-11,0.1,4,16,0,5.0,8.0
Hand,3.28e-06,0.25,13,31,0,18.45,4.0
Lung Neoplasms/genetics,6.36e-21,2.03,5,1103,0,5.02,3.0
Periodicals as Topic,1.03e-29,0.08,7,36,0,8.36,5.0
"Chromatography, High Pressure Liquid/methods",1.79e-60,0.04,5,27,0,5.93,5.0
"RNA, Messenger/biosynthesis",3.15e-13,0.2,7,54,0,7.91,4.0
Adenocarcinoma/surgery,7.89e-18,5.26,84,2267,69,87.11,5.0
Mitochondria/metabolism,1.7e-30,0.2,25,125,0,30.0,4.0
Organometallic Compounds,4.3e-09,0.13,2,21,0,2.19,2.0
Epithelial Cells/cytology,2.15e-08,0.15,2,23,0,2.17,2.0
"Reagent Kits, Diagnostic",3e-10,0.16,1,33,0,1.03,2.0
Epitopes,1.24e-09,0.04,1,4,0,1.25,3.0
Health Surveys/statistics & numerical data,1.79e-16,10.3,37,46,4,66.76,4.0
Spectrum Analysis,1.69e-09,0.02,1,1,0,2.0,3.0
Pregnancy Outcome/ethnology,4.36e-12,8.64,20,76,0,25.26,3.0
Epithelial Cells/metabolism,1.74e-18,0.16,2,59,0,2.07,2.0
"Social Control, Informal",4.14e-09,1.82,35,6,0,7.03,3.0
Amenorrhea/etiology,2.25e-06,1.67,25,2,0,2.16,4.0
Water-Electrolyte Balance,4.78e-07,0.32,22,62,2,29.81,3.0
Dexamethasone/pharmacology,5.7e-12,0.24,14,67,0,16.93,4.0
Motion Perception/physiology,4e-18,0.01,1,1,0,2.0,5.0
Bacteria/genetics,1.81e-17,0.1,1,33,0,1.03,1.0
Polycystic Ovary Syndrome/blood,4.22e-09,28.3,403,1,2,1.0,4.0
Obesity/metabolism,1.12e-18,11.88,1454,92,43,97.82,4.0
"Decision Making, Organizational",1.04e-06,0.13,3,13,0,3.69,3.0
Coronary Artery Disease/ultrasonography,1.72e-08,3.11,29,100,3,37.41,5.0
Breast Neoplasms/surgery,2.3e-28,2.76,189,998,12,224.79,3.0
Serum Albumin/analysis,6.82e-19,3.21,46,148,20,60.3,4.0
Endoplasmic Reticulum/metabolism,4.19e-17,0.07,2,18,0,2.22,7.0
DNA/biosynthesis,2.55e-25,0.02,1,5,0,1.2,3.0
Coronary Artery Disease/epidemiology,1.2e-116,11.88,211,283,30,368.32,5.0
"Image Processing, Computer-Assisted/methods",4.21e-12,0.26,40,62,1,65.81,3.0
Venous Thromboembolism/epidemiology,5.53e-46,9.87,55,118,9,80.64,5.0
Triazoles/therapeutic use,5.81e-09,3.01,50,274,2,59.12,4.0
Premature Birth/etiology,6.27e-21,7.29,39,69,1,61.04,5.0
DNA Damage,6.71e-14,0.31,45,118,1,62.16,3.0
Coronary Stenosis/blood,3e-06,7.4,6,16,3,8.25,5.0
United States Food and Drug Administration,4.41e-07,0.24,2,36,0,2.11,7.0
"Killer Cells, Natural/immunology",1.56e-15,0.35,8,239,0,8.27,6.0
Nutritional Support/methods,9.89e-21,6.8,29,95,9,37.85,3.0
Hearing/physiology,2.26e-06,0.1,4,4,0,8.0,4.0
Biological Markers/blood,1.08e-231,6.43,493,896,39,764.26,1.0
Myocardial Ischemia/blood,3.41e-07,3.8,17,94,7,20.07,3.0
Pesticide Residues/analysis,1.54e-09,0.12,5,16,0,6.56,4.0
"Carcinoma, Squamous Cell/genetics",5.43e-14,1.81,3,639,0,3.01,5.0
Esophagectomy/adverse effects,4.17e-06,6.91,12,195,7,12.74,3.0
Motor Activity/drug effects,7.55e-11,0.25,16,58,1,20.41,3.0
Nutritional Sciences/education,1.7e-11,2.1,69,22,0,29.01,2.0
Hibernation,2.41e-06,0.07,1,7,0,1.14,5.0
Hydrogen Peroxide/pharmacology,1.31e-11,0.05,1,10,0,1.1,4.0
Serotonin Antagonists/pharmacology,1.19e-06,0.07,2,4,0,3.0,6.0
"Embolization, Therapeutic/methods",1.11e-13,1.72,4,626,0,4.03,3.0
Clinical Laboratory Techniques,1.03e-10,0.11,3,19,0,3.47,2.0
Medical Errors/prevention & control,1.51e-09,0.88,2,204,0,2.02,3.0
Electroencephalography,2.65e-63,0.11,18,116,0,20.79,4.0
Thiazolidinediones/therapeutic use,3.05e-20,8.91,185,130,7,221.35,4.0
Dyslipidemias/diagnosis,7.91e-07,15.15,23,18,0,32.09,4.0
Heart Transplantation/immunology,3.08e-06,0.99,4,189,0,4.08,4.0
Sarcopenia/etiology,8.06e-10,23.78,13,12,5,23.08,5.0
"Evoked Potentials, Visual/physiology",5.19e-10,0.04,2,1,0,1.5,2.0
Legislation as Topic,2.78e-18,0.04,1,10,0,1.1,3.0
Cisplatin/therapeutic use,7.72e-08,2.59,1,467,0,1.0,3.0
Leukocytes/drug effects,3.21e-06,0.19,2,24,0,2.17,3.0
Housing,6.1e-07,0.33,5,59,2,5.42,4.0
Bone Density/drug effects,4.06e-16,4.4,256,42,3,48.89,3.0
Pulmonary Embolism/epidemiology,1e-18,7.77,26,146,10,30.63,3.0
Lung/immunology,3.44e-06,0.82,2,161,1,2.02,2.0
"Infant, Premature",1.37e-08,1.45,45,1011,0,47.0,5.0
Angiogenesis Inhibitors/therapeutic use,6.78e-08,1.58,6,460,2,6.08,5.0
Lung Diseases,1.3e-20,0.01,1,2,0,1.5,2.0
Dentists,5.99e-16,0.06,1,17,0,1.06,3.0
"Imaging, Three-Dimensional/methods",6.04e-07,0.36,50,83,1,80.12,4.0
Gastric Bypass/education,4e-08,23.26,2,7,5,2.57,3.0
"Infertility, Female/drug therapy",9.78e-13,1.88,47,2,0,2.09,5.0
Geriatric Assessment/statistics & numerical data,4.27e-07,4.27,18,88,3,21.68,3.0
"RNA, Transfer/metabolism",2.34e-07,0.03,1,1,0,2.0,4.0
Exercise Test,5.22e-31,2.68,190,446,24,270.94,3.0
Public Policy,3.83e-31,0.23,6,155,0,6.23,4.0
Myocardium,1.44e-12,0.08,2,16,0,2.25,3.0
Micronutrients/administration & dosage,8.57e-15,8.81,83,72,3,134.46,3.0
Fibrinolytic Agents/therapeutic use,1.73e-09,2.66,11,1232,6,11.1,5.0
Alcohol Drinking,1.24e-08,1.33,96,124,10,170.32,4.0
"Technology, Radiologic",7.55e-07,0.1,1,5,2,1.2,2.0
Gynecology,3.04e-14,0.11,4,28,0,4.57,4.0
Appendectomy/methods,1.02e-10,3.18,35,87,1,49.08,3.0
Coronary Artery Disease/drug therapy,5.43e-10,4.44,40,338,5,44.73,5.0
Prefrontal Cortex/physiology,1.55e-06,0.14,9,3,0,4.0,9.0
Military Personnel/statistics & numerical data,1.72e-26,4.75,91,159,0,143.08,3.0
Brain/drug effects,2.47e-47,0.19,9,190,0,9.43,3.0
"Education, Medical, Continuing",3.19e-09,0.22,9,44,0,10.84,4.0
"Antiretroviral Therapy, Highly Active/adverse effects",1.27e-39,5.85,72,151,6,106.33,4.0
Frail Elderly/statistics & numerical data,1.48e-18,8.37,22,187,15,24.59,5.0
Membrane Transport Proteins/metabolism,4.6e-12,0.13,1,30,0,1.03,4.0
Chromosome Mapping,2.91e-14,0.19,31,29,0,56.13,3.0
Calcium/metabolism,3.03e-88,0.16,69,238,7,89.0,3.0
Central Nervous System/metabolism,1.54e-07,0.13,3,17,0,3.53,2.0
"Renal Insufficiency, Chronic/complications",3.16e-17,7.69,37,418,11,40.28,5.0
"Muscle, Smooth, Vascular/metabolism",1.15e-18,0.14,2,54,0,2.07,4.0
Government Agencies,1.21e-06,0.12,1,15,0,1.07,3.0
Kidney Neoplasms/epidemiology,1.02e-29,8.39,48,84,7,75.43,4.0
Analgesics/pharmacology,1.57e-14,0.07,2,17,0,2.24,5.0
"Renal Insufficiency, Chronic/therapy",5.08e-10,6.52,18,219,11,19.48,5.0
Cell Division,7.08e-27,0.04,1,20,0,1.05,3.0
"Coated Materials, Biocompatible/chemistry",2.36e-06,0.09,1,9,0,1.11,3.0
DNA/genetics,1.01e-15,0.25,32,89,1,43.51,3.0
Bibliometrics,1.11e-07,0.22,1,35,0,1.03,4.0
Penicillins/therapeutic use,1.63e-12,0.21,1,54,0,1.02,4.0
gamma-Aminobutyric Acid/metabolism,3.68e-17,0.03,1,7,0,1.14,4.0
"RNA, Ribosomal, 16S/genetics",2.72e-06,0.2,3,26,0,3.35,5.0
Fetal Growth Retardation/epidemiology,3.48e-14,6.42,21,51,4,29.65,3.0
Muscle Contraction/drug effects,2.8e-22,0.05,4,10,1,5.6,4.0
Corticosterone/blood,3.84e-06,0.17,3,19,0,3.47,6.0
Peripheral Arterial Disease/diagnosis,8.45e-10,6.6,14,65,5,17.02,4.0
Serotonin/pharmacology,8.7e-16,0.02,1,2,0,1.5,4.0
Endothelial Cells/drug effects,8.8e-07,0.31,4,52,0,4.31,3.0
Biomass,8.35e-07,0.33,2,65,1,2.06,4.0
Auditory Perception/physiology,3.34e-20,0.02,2,2,0,4.0,4.0
Kidney/physiopathology,3.52e-31,2.58,147,512,22,189.21,3.0
Blood Vessel Prosthesis,2.23e-21,1.56,6,970,3,6.04,3.0
Iodine Radioisotopes/therapeutic use,1.18e-06,1.24,4,252,0,4.06,4.0
Aneurysm/surgery,1.19e-06,1.36,1,207,0,1.0,3.0
Urban Health/statistics & numerical data,1.14e-43,7.63,68,202,8,90.89,3.0
Memory/physiology,4.32e-18,0.14,25,17,0,28.56,4.0
Water Pollutants/analysis,3.05e-12,0.11,1,26,0,1.04,4.0
Postural Balance/physiology,2.2e-25,1.67,118,23,3,27.48,3.0
Exercise Tolerance/physiology,2.42e-23,7.61,156,132,25,243.69,4.0
Curriculum,2.87e-31,0.1,10,43,0,12.33,2.0
Testosterone/deficiency,2.51e-09,7.24,36,41,3,67.61,6.0
Albuminuria/epidemiology,7.23e-29,15.5,94,72,13,127.15,5.0
Rivers/chemistry,2.13e-06,0.28,4,41,0,4.39,3.0
Stomach Neoplasms/diagnosis,1.79e-07,1.23,7,325,0,7.15,4.0
Adiponectin/blood,8.12e-12,31.77,939,83,52,90.34,4.0
Economics,3.35e-20,0.12,3,46,0,3.2,2.0
Gene Expression Profiling,1.06e-16,0.86,34,722,4,35.6,3.0
Fetus,1.68e-22,0.05,2,11,1,2.36,2.0
"Carcinoma, Squamous Cell/metabolism",4.68e-10,2.39,5,766,1,5.03,5.0
Living Donors,2.37e-66,5.9,163,1076,28,187.69,3.0
Myocardium/cytology,2.13e-09,0.22,3,44,0,3.2,3.0
"Bile Ducts, Intrahepatic",2.36e-06,2.81,1,416,0,1.0,3.0
Neuropsychological Tests,7.35e-10,0.19,15,27,0,23.33,3.0
Neoplasms/enzymology,1.08e-07,0.17,1,27,0,1.04,1.0
"Analgesics, Opioid/pharmacology",5.58e-08,0.14,3,19,0,3.47,6.0
Amyloid beta-Peptides/metabolism,3.24e-12,0.11,3,24,0,3.38,3.0
Blood Glucose/analysis,3.86e-12,4.45,545,433,28,777.02,5.0
Lung Neoplasms/drug therapy,4.13e-31,3.28,10,3260,7,10.03,3.0
Angiotensin II/pharmacology,1.24e-11,0.14,10,21,0,14.76,5.0
Gene Expression/drug effects,1.53e-07,0.27,9,48,0,10.69,3.0
Coronary Stenosis/epidemiology,1.7e-06,9.69,8,16,0,12.0,5.0
Venous Thrombosis/epidemiology,4.32e-32,7.18,47,140,10,62.78,5.0
Albuminuria/etiology,4e-10,7.32,56,53,6,103.16,5.0
Temperature,3.02e-36,0.38,30,435,4,32.07,3.0
Brain Neoplasms/surgery,2.06e-09,2.34,11,889,0,11.14,4.0
Dietary Carbohydrates/pharmacology,1.51e-11,2.22,52,9,1,10.56,2.0
Uterine Cervical Neoplasms/diagnosis,2.66e-09,1.11,10,411,2,10.24,6.0
Stroke/blood,6.29e-22,6.13,48,270,7,56.53,4.0
Database Management Systems,5.53e-08,0.17,1,27,0,1.04,4.0
Cell Nucleus/metabolism,1.18e-34,0.16,4,117,0,4.14,4.0
Dopamine/metabolism,3.37e-25,0.1,16,22,0,27.64,4.0
Substance-Related Disorders/rehabilitation,2.6e-11,0.11,3,21,0,3.43,2.0
Cachexia/complications,1.13e-06,8.57,5,13,4,6.92,7.0
Nitrogen/analysis,1.1e-07,0.09,1,12,0,1.08,3.0
Adenosine Triphosphate/metabolism,1.36e-19,0.13,12,37,0,15.89,5.0
School Health Services/organization & administration,4.81e-13,2.36,66,12,0,14.18,4.0
Venous Thrombosis/etiology,2.71e-09,2.95,47,249,5,55.87,5.0
Allergens,8.09e-09,0.06,2,6,0,2.67,3.0
Community Mental Health Services,2.25e-08,0.05,2,3,0,3.33,3.0
"Gene Expression Regulation, Enzymologic/drug effects",2.5e-06,0.15,1,19,0,1.05,4.0
Parents,3.25e-18,2.04,213,119,8,185.48,2.0
Nitric Oxide/physiology,1.93e-16,0.23,7,82,1,7.6,3.0
"Lymphoma, Non-Hodgkin/pathology",4.5e-07,0.91,1,149,0,1.01,4.0
"DNA, Viral/genetics",1.13e-14,0.19,2,57,0,2.07,4.0
"Cholesterol, LDL/blood",4.53e-42,7.02,302,281,18,542.46,4.0
"Genetics, Medical",9.52e-18,0.03,2,2,0,4.0,3.0
Coronary Artery Bypass/adverse effects,3.74e-17,5.12,46,762,37,48.78,5.0
Oxygen/pharmacology,9.2e-11,0.14,2,29,0,2.14,3.0
Cadherins/metabolism,6.32e-09,0.85,1,177,0,1.01,5.0
Simvastatin/therapeutic use,4.9e-14,4.07,41,150,2,52.21,5.0
Anti-Obesity Agents/therapeutic use,3.21e-10,17.96,255,60,20,74.12,5.0
Endometrial Neoplasms/pathology,9.16e-21,3.81,60,314,18,71.46,6.0
"Intestine, Small",1.11e-11,0.33,5,99,1,5.25,4.0
Ovarian Neoplasms/pathology,2.84e-11,1.57,13,758,3,13.22,3.0
Cleft Lip/surgery,1.18e-07,0.12,1,18,0,1.06,4.0
Sheep/physiology,1.02e-12,0.15,2,37,0,2.11,8.0
Leukocytes/immunology,8.5e-09,0.24,6,48,0,6.75,3.0
Nerve Net/physiology,1.16e-15,0.07,7,2,0,2.57,2.0
Head,3.62e-11,0.08,3,11,0,3.82,2.0
Perfusion,1.54e-08,0.2,1,35,1,1.03,2.0
Carbohydrate Metabolism,4.81e-15,0.19,33,22,2,36.67,3.0
Lumbar Vertebrae/pathology,3.52e-10,1.77,49,18,0,24.61,5.0
Hematopoietic Stem Cell Transplantation,2.02e-10,3.54,19,2036,4,19.18,5.0
Paper,1.25e-06,0.12,1,15,0,1.07,3.0
Learning Curve,1.06e-10,6.57,34,45,7,59.69,5.0
Cell Proliferation/drug effects,2.57e-17,0.29,3,156,0,3.06,4.0
"Education, Medical, Graduate",2.32e-16,0.13,1,40,1,1.03,4.0
Analgesia,7.91e-21,0.03,2,6,0,2.67,2.0
Nursing,8.69e-36,0.04,2,21,0,2.19,2.0
Maternal Welfare,2.28e-08,3.13,45,270,3,52.5,4.0
Carrier Proteins/chemistry,1.48e-12,0.03,1,5,0,1.2,3.0
Continental Population Groups/statistics & numerical data,7.52e-28,7.82,41,135,7,53.45,3.0
Vitamin D Deficiency/complications,7.27e-23,6.47,93,116,11,167.56,6.0
"Lens Implantation, Intraocular",2.37e-06,0.04,1,2,0,1.5,4.0
Odors,3.29e-07,0.13,7,8,0,13.12,3.0
Risk Assessment,2.91e-14,2.63,91,606,26,104.67,4.0
"Pattern Recognition, Automated/methods",5.21e-24,0.11,8,42,0,9.52,2.0
Breast Neoplasms/complications,9.67e-12,3.5,70,124,15,109.52,3.0
RNA-Binding Proteins/metabolism,1.62e-16,0.21,2,74,0,2.05,4.0
Immune Tolerance,4.19e-26,0.18,2,95,0,2.04,4.0
Head and Neck Neoplasms/drug therapy,2.05e-07,1.96,2,407,1,2.01,3.0
Nerve Tissue Proteins/metabolism,1.26e-35,0.16,7,115,0,7.43,3.0
Risk Reduction Behavior,2.34e-61,8.32,266,272,27,526.13,3.0
Low Back Pain/epidemiology,2.45e-06,8.49,91,3,0,3.1,5.0
Sewage/chemistry,6.22e-10,0.04,1,6,0,1.17,4.0
Social Class,3.61e-204,5.88,504,897,50,787.18,3.0
Postpartum Period/physiology,7e-07,2.16,32,7,0,8.53,3.0
Stomach Neoplasms/surgery,2.05e-26,4.95,109,1780,55,115.67,4.0
Liver/drug effects,3.31e-23,0.39,50,312,2,58.01,2.0
"Tuberculosis, Pulmonary",3.27e-24,0.02,2,4,0,3.0,3.0
Skin/immunology,1.48e-10,0.08,1,15,0,1.07,2.0
Peptide Fragments/pharmacology,4.6e-12,0.19,12,41,0,15.51,3.0
Affect,5e-06,0.94,96,42,2,60.38,3.0
Waist-Hip Ratio,4.19e-11,61.2,344,10,36,10.29,4.0
"Arthroplasty, Replacement, Knee/statistics & numerical data",2.81e-07,9.38,35,30,1,55.71,4.0
Postural Balance,1.96e-11,1.48,61,16,3,20.2,3.0
Adenocarcinoma/secondary,9.9e-13,2.71,4,1043,2,4.02,5.0
"Lipoproteins, HDL/blood",2.06e-07,2.21,87,44,2,66.25,3.0
Menstrual Cycle/physiology,9.78e-14,2.82,76,9,1,10.07,3.0
Scoliosis/surgery,2.78e-06,1.3,52,50,3,98.08,5.0
Oxidoreductases/metabolism,9.71e-19,0.11,8,29,0,10.21,3.0
Heart/embryology,4.62e-07,0.23,2,36,0,2.11,2.0
"RNA, Messenger/analysis",5.35e-08,0.39,17,104,2,19.78,4.0
Triglycerides/metabolism,2.89e-15,2.42,102,24,4,29.65,3.0
Insulin/blood,2.89e-57,6.12,871,52,21,55.1,7.0
Pyrimidines/pharmacology,2.97e-11,0.32,4,97,1,4.16,3.0
Mental Health Services/organization & administration,1.07e-12,0.12,1,31,0,1.03,2.0
Isoquinolines/pharmacology,1.2e-06,0.1,1,12,0,1.08,3.0
"Pulmonary Disease, Chronic Obstructive/diagnosis",2.35e-45,5.65,68,169,23,95.36,4.0
Personality Development,1.11e-12,0.07,4,4,1,8.0,3.0
Spinal Cord/metabolism,3.58e-13,0.07,2,13,0,2.31,3.0
Antihypertensive Agents/therapeutic use,9.05e-60,3.02,309,1617,40,368.05,5.0
Brain,5.62e-47,0.01,1,7,0,1.14,3.0
Mosaicism,8.28e-07,0.29,4,47,0,4.34,5.0
Clinical Trials as Topic,6.74e-10,0.77,5,360,1,5.07,5.0
Transcription Factors/physiology,1.33e-22,0.16,5,72,0,5.35,3.0
Dietary Carbohydrates/administration & dosage,6.12e-12,6.07,271,33,2,37.02,2.0
Cross Infection/microbiology,3.15e-12,1.76,1,480,0,1.0,3.0
Peptides/metabolism,5.55e-23,0.2,7,99,0,7.49,2.0
Dog Diseases/diagnosis,1.49e-16,0.99,1,357,0,1.0,2.0
Temporal Lobe/physiology,5.44e-08,0.03,1,2,0,1.5,8.0
"Abortion, Spontaneous",8.72e-08,0.08,2,8,0,2.5,3.0
Urinary Bladder Neoplasms/diagnosis,7.64e-08,0.98,1,174,0,1.01,4.0
Iron/blood,1.58e-07,1.42,66,65,3,129.02,4.0
Family Practice,9.59e-15,0.26,34,89,0,46.99,4.0
"Contraceptives, Oral/administration & dosage",3.68e-06,2.31,26,4,0,4.62,7.0
Nematode Infections/veterinary,4.48e-06,0.29,1,53,0,1.02,3.0
Bacterial Proteins/genetics,1.07e-56,0.18,3,211,0,3.04,3.0
Liver Transplantation/adverse effects,7.39e-09,5.13,44,1138,32,45.7,3.0
"Muscle, Smooth, Vascular/drug effects",4.72e-20,0.11,3,42,0,3.21,4.0
Rectum,1.8e-11,0.06,2,6,1,2.67,5.0
"Sequence Analysis, DNA/methods",2.08e-18,0.08,4,23,0,4.7,4.0
Asthma/therapy,5.48e-07,0.47,19,130,0,21.78,3.0
Peptides/immunology,1.51e-10,0.21,1,46,0,1.02,2.0
"Receptors, Cytoplasmic and Nuclear/metabolism",1.82e-06,0.29,8,46,0,9.39,3.0
Vasopressins/pharmacology,1.08e-07,0.11,1,15,0,1.07,4.0
Cleft Palate/surgery,7.94e-08,0.14,3,18,0,3.5,4.0
"Gene Expression Regulation, Developmental",1.59e-35,0.11,8,66,0,8.97,4.0
Students/psychology,9.51e-47,1.69,219,35,2,40.59,2.0
Donor Selection,1.27e-08,8.95,11,155,8,11.78,4.0
Pain Management,1.05e-15,0.18,16,48,0,21.33,2.0
Protons,5.65e-17,0.06,2,15,0,2.27,3.0
Coloring Agents,2.83e-22,0.1,9,27,0,12.0,3.0
"Ventricular Function, Left",5.79e-27,3.33,99,486,22,119.17,5.0
Estrogens,4.87e-10,0.11,4,16,0,5.0,6.0
"Societies, Nursing",4.48e-14,0.02,1,2,0,1.5,4.0
Coronary Artery Disease/surgery,9.9e-16,7.76,27,1227,49,27.59,5.0
"Carcinoma, Squamous Cell",4.12e-08,0.08,1,11,0,1.09,5.0
Abscess,1.51e-10,0.04,1,5,0,1.2,4.0
Premature Birth/epidemiology,2.03e-51,9.24,73,205,6,99.0,5.0
Drug Carriers/chemistry,2.45e-17,0.11,1,37,0,1.03,3.0
Lung,2.02e-34,0.05,2,25,1,2.16,2.0
"Water Pollutants, Chemical/toxicity",4.44e-12,1.58,21,987,5,21.45,5.0
Cardiovascular Diseases/ethnology,1.1e-81,18.02,154,157,25,305.06,1.0
Puberty/physiology,3.17e-09,10.64,217,8,1,8.29,3.0
Cell Cycle/drug effects,1.22e-09,0.18,1,36,0,1.03,3.0
Nitriles/therapeutic use,4.9e-14,3.54,41,107,2,56.71,2.0
Sleep/physiology,1.31e-41,2.19,311,105,8,140.45,3.0
"Hepatitis C, Chronic/drug therapy",8.55e-13,2.21,134,312,1,191.55,4.0
Heart Rate/physiology,2.37e-60,3.43,346,654,55,529.05,4.0
Interferon-gamma/pharmacology,5.05e-13,0.08,1,15,1,1.07,5.0
Administrative Personnel,5.78e-09,0.08,3,8,0,4.12,3.0
Coronary Vessels/radiography,1.1e-06,4.07,16,35,2,23.31,4.0
Movement,6.73e-08,0.24,35,18,0,27.26,3.0
"Rehabilitation, Vocational",1.19e-06,0.05,1,3,0,1.33,3.0
Fishes/metabolism,6.28e-12,0.11,2,24,0,2.17,5.0
"Evoked Potentials, Auditory/physiology",7.29e-11,0.03,1,2,0,1.5,4.0
"Adipose Tissue, Brown/metabolism",1.07e-06,1.52,31,6,1,7.16,4.0
Prostheses and Implants,3.48e-24,0.27,39,158,3,48.63,2.0
Hunger,6.44e-07,2.5,46,11,1,13.63,3.0
"Arthritis, Rheumatoid/blood",6.05e-07,1.88,59,33,4,51.46,3.0
Hippocampus/drug effects,5.51e-21,0.1,2,39,0,2.1,5.0
Urea,4.27e-07,0.03,1,1,0,2.0,2.0
Food Habits/psychology,1.49e-07,10.88,155,4,1,4.1,4.0
Brain Mapping,1.22e-22,0.11,17,17,0,34.0,4.0
Laryngeal Neoplasms/pathology,1.69e-06,1.12,2,188,0,2.02,3.0
P-Glycoprotein/metabolism,3.77e-06,0.28,1,42,0,1.02,7.0
Teaching,1.38e-15,0.09,8,9,0,15.11,2.0
Drinking/physiology,9.4e-07,2.34,26,3,0,3.35,5.0
"DNA, Ribosomal/genetics",2.33e-07,0.06,1,7,0,1.14,4.0
Sarcoidosis/complications,1.03e-06,0.27,1,43,0,1.02,4.0
Anti-Bacterial Agents/metabolism,1.42e-08,0.06,1,8,0,1.12,5.0
Cardiovascular Diseases/epidemiology,0.0,15.88,1351,1705,264,2421.5,1.0
Schizophrenia/epidemiology,3.28e-06,2.53,58,120,9,86.03,3.0
Attention/physiology,3.16e-17,0.14,27,4,1,4.59,4.0
Lectins/blood,4.06e-16,11.45,39,45,1,72.8,3.0
